Points:
 [23691.0, 2847.0, 23628.0, 14520.0, 16268.0, 29430.0, 27769.0]
 [210.0, 18150.0, 2612.0, 14872.0, 19893.0, 14061.0, 9542.0]
 [12381.0, 12751.0, 10618.0, 22118.0, 15372.0, 3402.0, 31923.0]
 [13266.0, 4392.0, 4527.0, 177.0, 29530.0, 26625.0, 16663.0]
 [23421.0, 15844.0, 13514.0, 24051.0, 16472.0, 10558.0, 319.0]
 [21545.0, 7776.0, 28662.0, 25140.0, 12134.0, 4415.0, 12251.0]
 [32283.0, 8937.0, 6606.0, 17053.0, 10086.0, 1116.0, 4284.0]
 [26573.0, 30064.0, 24130.0, 138.0, 3499.0, 11210.0, 23699.0]
 [1605.0, 11309.0, 26443.0, 29340.0, 4378.0, 20739.0, 26898.0]
 [22870.0, 3283.0, 2084.0, 5834.0, 25405.0, 26147.0, 28770.0]
 [26098.0, 17131.0, 13240.0, 1432.0, 12497.0, 25483.0, 10589.0]
 [26954.0, 19017.0, 27800.0, 9336.0, 5217.0, 25142.0, 13181.0]
 [3440.0, 6350.0, 3590.0, 24467.0, 12736.0, 5994.0, 32708.0]
 [25823.0, 1237.0, 3767.0, 15348.0, 31490.0, 13110.0, 3446.0]
 [12496.0, 28858.0, 11996.0, 14083.0, 25177.0, 12964.0, 12747.0]
 [27226.0, 13194.0, 23871.0, 30718.0, 10522.0, 30447.0, 31332.0]
 [20488.0, 22258.0, 25800.0, 32505.0, 8954.0, 26152.0, 14908.0]
 [15869.0, 24115.0, 22158.0, 25145.0, 8692.0, 14267.0, 16368.0]
 [16239.0, 2106.0, 27737.0, 18537.0, 3868.0, 3533.0, 12045.0]
 [26968.0, 17193.0, 2727.0, 5321.0, 30270.0, 11586.0, 9534.0]
 [2588.0, 31687.0, 17656.0, 6846.0, 8592.0, 24606.0, 10519.0]
 [19866.0, 762.0, 25964.0, 5588.0, 7958.0, 3794.0, 19528.0]
 [3615.0, 26080.0, 30754.0, 12605.0, 16629.0, 166.0, 21813.0]
 [18041.0, 18095.0, 31680.0, 26981.0, 12318.0, 19049.0, 6101.0]
 [8947.0, 19843.0, 17471.0, 25524.0, 1417.0, 15837.0, 8221.0]
 [17134.0, 22878.0, 2086.0, 24822.0, 13503.0, 13736.0, 14670.0]
 [16245.0, 4853.0, 5471.0, 13527.0, 18940.0, 14548.0, 1700.0]
 [5672.0, 30783.0, 3301.0, 28005.0, 17151.0, 9619.0, 14756.0]
 [31157.0, 20738.0, 27692.0, 30574.0, 16274.0, 26844.0, 27025.0]
 [3868.0, 30285.0, 13398.0, 32025.0, 16682.0, 25885.0, 1861.0]
 [8134.0, 27672.0, 4237.0, 20704.0, 26879.0, 11979.0, 9885.0]
 [19945.0, 5962.0, 16713.0, 11866.0, 28077.0, 1297.0, 17399.0]
 [4737.0, 7990.0, 4085.0, 6223.0, 20975.0, 17844.0, 32360.0]
 [29655.0, 28105.0, 7941.0, 840.0, 12046.0, 8379.0, 12452.0]
 [16139.0, 24140.0, 13625.0, 28435.0, 12177.0, 26150.0, 21416.0]
 [22903.0, 17114.0, 17984.0, 29072.0, 12936.0, 15507.0, 13963.0]
 [25494.0, 8604.0, 31661.0, 16639.0, 1704.0, 1092.0, 12630.0]
 [6075.0, 1151.0, 20814.0, 20606.0, 1347.0, 26220.0, 16698.0]
 [19630.0, 3562.0, 22206.0, 2969.0, 24629.0, 25932.0, 30710.0]
 [22380.0, 24374.0, 28520.0, 30863.0, 24213.0, 23550.0, 31106.0]
 [26745.0, 19997.0, 15114.0, 20771.0, 5355.0, 8525.0, 30502.0]
 [4344.0, 2385.0, 17804.0, 11955.0, 12451.0, 28117.0, 15277.0]
 [3417.0, 11225.0, 18147.0, 8213.0, 11199.0, 16496.0, 8963.0]
 [13794.0, 29049.0, 30396.0, 4878.0, 32057.0, 30466.0, 16310.0]
 [3912.0, 7133.0, 15859.0, 11228.0, 8849.0, 1618.0, 10211.0]
 [12523.0, 645.0, 4392.0, 24342.0, 15163.0, 31410.0, 3977.0]
 [1497.0, 949.0, 2715.0, 17644.0, 30621.0, 3727.0, 223.0]
 [19954.0, 2927.0, 23480.0, 32657.0, 2332.0, 13222.0, 11062.0]
 [19743.0, 28685.0, 22734.0, 4953.0, 2304.0, 27939.0, 4773.0]
 [2895.0, 28148.0, 4882.0, 12421.0, 5625.0, 16292.0, 14914.0]
 [7573.0, 4421.0, 6191.0, 7090.0, 19922.0, 12586.0, 19178.0]
 [21105.0, 27373.0, 28159.0, 3941.0, 15052.0, 7037.0, 23465.0]
 [23904.0, 1333.0, 19855.0, 18087.0, 28636.0, 22001.0, 24834.0]
 [13266.0, 12669.0, 25482.0, 30505.0, 32296.0, 9731.0, 12447.0]
 [15695.0, 24684.0, 9226.0, 16188.0, 13488.0, 21414.0, 15235.0]
 [17623.0, 9682.0, 6971.0, 29028.0, 3434.0, 22723.0, 26539.0]
 [23107.0, 25770.0, 28848.0, 19743.0, 28611.0, 29619.0, 10556.0]
 [7030.0, 16592.0, 29997.0, 19529.0, 1549.0, 2157.0, 27510.0]
 [20888.0, 15344.0, 7126.0, 32393.0, 29102.0, 7987.0, 14263.0]
 [27180.0, 7213.0, 18584.0, 28032.0, 27649.0, 9664.0, 8688.0]
 [31262.0, 31147.0, 4487.0, 21085.0, 21197.0, 13328.0, 9789.0]
 [3065.0, 11110.0, 18973.0, 29746.0, 11196.0, 19055.0, 10831.0]
 [3804.0, 19373.0, 8513.0, 11936.0, 1440.0, 18168.0, 9432.0]
 [369.0, 17615.0, 9891.0, 25036.0, 8468.0, 6376.0, 14486.0]
 [10882.0, 5002.0, 5960.0, 18813.0, 19651.0, 16054.0, 22845.0]
 [9012.0, 6504.0, 12837.0, 16014.0, 31586.0, 11501.0, 30119.0]
 [18944.0, 1823.0, 18331.0, 5005.0, 26804.0, 23227.0, 6883.0]
 [26378.0, 14601.0, 32741.0, 17718.0, 30278.0, 13307.0, 19554.0]
 [14574.0, 25792.0, 3015.0, 23276.0, 5570.0, 19868.0, 2411.0]
 [15696.0, 21472.0, 28997.0, 23241.0, 27221.0, 25560.0, 6539.0]
 [2808.0, 5236.0, 29319.0, 20265.0, 24930.0, 19534.0, 6390.0]
 [24563.0, 1899.0, 2816.0, 7290.0, 13519.0, 24887.0, 10427.0]
 [7365.0, 6211.0, 27063.0, 22277.0, 8653.0, 8783.0, 29543.0]
 [9373.0, 22979.0, 27569.0, 18678.0, 17000.0, 767.0, 22622.0]
 [2105.0, 2082.0, 24169.0, 6912.0, 8873.0, 8275.0, 17048.0]
 [18183.0, 17593.0, 3102.0, 31728.0, 1070.0, 10056.0, 429.0]
 [27032.0, 18080.0, 9357.0, 1899.0, 5583.0, 32478.0, 7025.0]
 [16981.0, 16514.0, 12776.0, 6240.0, 31149.0, 2460.0, 10367.0]
 [11075.0, 3361.0, 1252.0, 18361.0, 14923.0, 17684.0, 563.0]
 [27353.0, 27635.0, 19098.0, 8051.0, 19053.0, 6431.0, 6551.0]
 [13568.0, 11577.0, 26114.0, 13374.0, 2287.0, 4378.0, 22675.0]
 [29894.0, 28593.0, 2664.0, 28682.0, 21824.0, 31998.0, 29332.0]
 [12059.0, 16440.0, 27557.0, 24511.0, 10303.0, 2185.0, 442.0]
 [5281.0, 27070.0, 32635.0, 22261.0, 16039.0, 21665.0, 9516.0]
 [28142.0, 1810.0, 21148.0, 10185.0, 19157.0, 23593.0, 21044.0]
 [10370.0, 17884.0, 16588.0, 31545.0, 7590.0, 1775.0, 18518.0]
 [133.0, 9873.0, 27681.0, 14794.0, 25973.0, 5487.0, 22980.0]
 [1388.0, 2061.0, 4103.0, 27189.0, 24653.0, 8013.0, 12512.0]
 [15345.0, 928.0, 3006.0, 2134.0, 31845.0, 10399.0, 30958.0]
 [19406.0, 16738.0, 19230.0, 24113.0, 1297.0, 23893.0, 26191.0]
 [24513.0, 21084.0, 21184.0, 29801.0, 25762.0, 6985.0, 3217.0]
 [9410.0, 28163.0, 11143.0, 25555.0, 29266.0, 17117.0, 13973.0]
 [16554.0, 1388.0, 11924.0, 7879.0, 21847.0, 32154.0, 15529.0]
 [12843.0, 13837.0, 12837.0, 25879.0, 23364.0, 32161.0, 12813.0]
 [22272.0, 6748.0, 18273.0, 28475.0, 28253.0, 17044.0, 28686.0]
 [23603.0, 19394.0, 18686.0, 24195.0, 25462.0, 31875.0, 4187.0]
 [19635.0, 5209.0, 23606.0, 11296.0, 31252.0, 31378.0, 4025.0]
 [19390.0, 19893.0, 26601.0, 20465.0, 28443.0, 23115.0, 4961.0]
 [15516.0, 25278.0, 31892.0, 13963.0, 11695.0, 26331.0, 30333.0]
 [23899.0, 21646.0, 15280.0, 18825.0, 6647.0, 12211.0, 15002.0]
 [29519.0, 3214.0, 5647.0, 9087.0, 16453.0, 4582.0, 32664.0]
 [20199.0, 32538.0, 27036.0, 13749.0, 30648.0, 9013.0, 24289.0]
 [3861.0, 13003.0, 29719.0, 7902.0, 14008.0, 14863.0, 21769.0]
 [23944.0, 2372.0, 14787.0, 1759.0, 22193.0, 2291.0, 30582.0]
 [14175.0, 12972.0, 31336.0, 27003.0, 12252.0, 11927.0, 22206.0]
 [18607.0, 5195.0, 30372.0, 27712.0, 12516.0, 16448.0, 20802.0]
 [1593.0, 16698.0, 24477.0, 16557.0, 10629.0, 18648.0, 9084.0]
 [23056.0, 30149.0, 25842.0, 28216.0, 13551.0, 17504.0, 2496.0]
 [3393.0, 14204.0, 28500.0, 15458.0, 28389.0, 25612.0, 4471.0]
 [29787.0, 259.0, 12830.0, 16967.0, 27986.0, 18382.0, 6896.0]
 [15338.0, 19869.0, 10623.0, 28568.0, 10755.0, 18126.0, 30139.0]
 [2354.0, 30151.0, 28393.0, 23506.0, 3419.0, 19555.0, 7953.0]
